direction,meilleur_score,marge,palier
DAAJJ,0.5220789313316345,0.02711045742034912,0.45-0.65 (top 3)
DAAJJ,0.3752133250236511,0.0009722113609313965,<0.45 (article entier)
DAAJJ,0.4692900478839874,0.01250728964805603,0.45-0.65 (top 3)
DAAJJ,0.81577068567276,0.07610630989074707,>0.75 (tiret exact)
DAAJJ,0.5063180923461914,0.022715628147125244,0.45-0.65 (top 3)
DAAJJ,0.5369601845741272,0.017349541187286377,0.45-0.65 (top 3)
DAAJJ,0.8195467591285706,0.06571680307388306,>0.75 (tiret exact)
DAAJJ,0.48922619223594666,0.015715479850769043,0.45-0.65 (top 3)
DAAJJ,0.3139457106590271,0.0016764402389526367,<0.45 (article entier)
DAAJJ,0.29287034273147583,0.024472475051879883,<0.45 (article entier)
DAAJJ,0.13390560448169708,0.01681981235742569,<0.45 (article entier)
DAAJJ,0.2181592434644699,0.0015135258436203003,<0.45 (article entier)
DAAJJ,0.42739856243133545,0.053277283906936646,<0.45 (article entier)
DAAJJ,0.14251478016376495,0.00045342743396759033,<0.45 (article entier)
DAAJJ,0.1930045336484909,0.033805668354034424,<0.45 (article entier)
DAAJJ,0.21405138075351715,0.05635705590248108,<0.45 (article entier)
DAAJJ,0.12860937416553497,0.08411816507577896,<0.45 (article entier)
DAAJJ,0.20065847039222717,0.027264326810836792,<0.45 (article entier)
DAAJJ,0.2525104284286499,0.1156642735004425,<0.45 (article entier)
DAAJJ,0.2232799381017685,0.007381260395050049,<0.45 (article entier)
DAAJJ,0.24011072516441345,0.009892106056213379,<0.45 (article entier)
DAAJJ,0.3675491511821747,0.05069172382354736,<0.45 (article entier)
DAAJJ,0.36604997515678406,0.1137113869190216,<0.45 (article entier)
DAAJJ,0.15929731726646423,0.015956804156303406,<0.45 (article entier)
DAAJJ,0.2668459117412567,0.041188567876815796,<0.45 (article entier)
DAAJJ,0.16971418261528015,0.014797404408454895,<0.45 (article entier)
DAAJJ,0.3426295816898346,0.11600077152252197,<0.45 (article entier)
DAAJJ,0.32282963395118713,0.02427491545677185,<0.45 (article entier)
DSI,0.15766827762126923,0.025104820728302002,<0.45 (article entier)
DSI,0.3163597881793976,0.0023682117462158203,<0.45 (article entier)
DSI,0.43026140332221985,0.03157365322113037,<0.45 (article entier)
DSI,0.6056997776031494,0.011056363582611084,0.45-0.65 (top 3)
DSI,0.06854981184005737,0.004225216805934906,<0.45 (article entier)
DSI,0.3696889877319336,0.08054080605506897,<0.45 (article entier)
DSI,0.15253238379955292,0.027839332818984985,<0.45 (article entier)
DSI,0.28746944665908813,0.004606723785400391,<0.45 (article entier)
DSI,0.43697410821914673,0.04110753536224365,<0.45 (article entier)
DSI,0.11253300309181213,0.004467576742172241,<0.45 (article entier)
DSI,0.3552255928516388,0.060381799936294556,<0.45 (article entier)
DSI,0.21446675062179565,0.024437040090560913,<0.45 (article entier)
DSI,0.28697630763053894,0.0003043711185455322,<0.45 (article entier)
DSI,0.41995173692703247,0.018634110689163208,<0.45 (article entier)
DSI,0.6177662014961243,0.019041240215301514,0.45-0.65 (top 3)
DSI,0.12193837761878967,0.006859593093395233,<0.45 (article entier)
DSI,0.36316028237342834,0.06526121497154236,<0.45 (article entier)
DSI,0.18867622315883636,0.03104621171951294,<0.45 (article entier)
DSI,0.3842101991176605,0.10265365242958069,<0.45 (article entier)
DSI,0.5914027094841003,0.009189248085021973,0.45-0.65 (top 3)
DSI,0.09717023372650146,0.0004595145583152771,<0.45 (article entier)
DSI,0.33958372473716736,0.06889042258262634,<0.45 (article entier)
DSI,0.42379918694496155,0.02303612232208252,<0.45 (article entier)
DSI,0.6096324324607849,0.06727868318557739,0.45-0.65 (top 3)
DSI,0.12777818739414215,0.00024014711380004883,<0.45 (article entier)
DSI,0.3167513906955719,0.07023374736309052,<0.45 (article entier)
DSI,0.21440456807613373,0.035155028104782104,<0.45 (article entier)
DSI,0.3070453107357025,0.012137740850448608,<0.45 (article entier)
DSI,0.6327752470970154,0.03484433889389038,0.45-0.65 (top 3)
DSI,0.45995357632637024,0.22241321206092834,0.45-0.65 (top 3)
DSI,0.19769546389579773,0.04618114233016968,<0.45 (article entier)
DSI,0.3050462007522583,0.0040101706981658936,<0.45 (article entier)
